company_name,cin,sector,cohort,financial_year,engine_probability,engine_score_0_100,engine_risk_band,audit_probability,audit_score_0_100,audit_risk_band,engine_audit_gap,model_alignment,rule_flag_count,critical_rule_count,decision_bucket,latest_overall_risk_percentile,latest_sector_risk_percentile,latest_engine_rank,imputed_feature_fraction,top_reasons,rule_flags_triggered,support_summary,engine_model_name,audit_model_name,engine_model_version,audit_model_version,engine_threshold,audit_threshold,engine_class,audit_class
Bhushan Steel Limited,L27109DL1990PLC040690,Steel & Metals,defaulter,2016,0.7498371125555043,74.98,High,0.6988288766438533,69.88,High,0.051008235911651045,agree,11,7,urgent_review,66.0,62.5,35,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit.",weak_interest_coverage|excessive_leverage|weak_liquidity|negative_operating_cash_flow|negative_profit_margin|qualified_audit_signal|large_contingent_liabilities|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.750 against threshold 0.400. 11 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Jaiprakash Associates Ltd,L14106UP1995PLC019017,Cement,defaulter,2016,0.7487574713860325,74.88,High,0.7158994106809339,71.59,High,0.03285806070509867,agree,6,3,urgent_review,65.0,100.0,36,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Net profit margin is negative.",weak_interest_coverage|excessive_leverage|negative_profit_margin|declining_revenue_trend|leverage_spike|margin_drop,"ML probability 0.749 against threshold 0.400. 6 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Sical Logistics Ltd,L51909TN1955PLC002431,Logistics,defaulter,2020,0.7476806715389009,74.77,High,0.7241838046657919,72.42,High,0.023496866873109035,agree,4,2,urgent_review,64.0,100.0,37,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_revenue_trend|margin_drop,"ML probability 0.748 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
PC Jeweller Ltd,L36911DL2005PLC134929,Gems & Jewellery,defaulter,2022,0.7468487342600512,74.68,High,0.7293539464599381,72.94,High,0.017494787800113043,agree,9,4,urgent_review,61.0,75.0,40,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Net profit margin is negative.",weak_interest_coverage|negative_operating_cash_flow|negative_profit_margin|qualified_audit_signal|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.747 against threshold 0.400. 9 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Videocon Industries Ltd,L99999MH1986PLC103624,Engineering / Manufacturing,defaulter,2017,0.7456699933056429,74.57,High,0.7129564372011012,71.3,High,0.03271355610454163,agree,6,3,urgent_review,60.0,76.92,41,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Net profit margin is negative.",weak_interest_coverage|excessive_leverage|negative_profit_margin|declining_revenue_trend|declining_cash_flow_trend|margin_drop,"ML probability 0.746 against threshold 0.400. 6 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Gitanjali Gems Limited,L36911MH1986PLC040689,Gems & Jewellery,defaulter,2017,0.7442946644037637,74.43,High,0.5386133942105852,53.86,High,0.2056812701931785,agree,2,1,urgent_review,59.0,66.67,42,0.0,Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.,large_contingent_liabilities|rising_borrowings_trend,ML probability 0.744 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Ruchi Soya Industries Ltd,L15140MH1986PLC038536,FMCG / Foods / Agro,defaulter,2016,0.7326010126130258,73.26,High,0.6705312591728151,67.05,High,0.062069753440210707,agree,7,4,urgent_review,55.0,14.29,46,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.",weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike,"ML probability 0.733 against threshold 0.400. 7 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Alok Industries Ltd,L17110DN1986PLC000334,Textiles,defaulter,2016,0.658612489983262,65.86,High,0.445380668322845,44.54,High,0.21323182166041704,agree,9,4,urgent_review,53.0,77.78,48,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.",weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.659 against threshold 0.400. 9 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
S Kumars Nationwide,L17120MH1990PLC058361,Textiles,defaulter,2013,0.5778122236055117,57.78,High,0.45939536524533586,45.94,High,0.11841685836017579,agree,6,3,urgent_review,51.0,55.56,50,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Net profit margin is negative.",weak_interest_coverage|excessive_leverage|negative_profit_margin|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.578 against threshold 0.400. 6 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Cox & Kings Limited,L63040MH1939PLC011352,Travel / Aviation / Hospitality,defaulter,2018,0.4007679354850794,40.08,High,0.7089425834384577,70.89,High,0.30817464795337834,agree,4,1,urgent_review,50.0,33.33,51,0.0,Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,negative_operating_cash_flow|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.401 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Kwality Ltd,L74899DL1992PLC255519,FMCG / Foods / Agro,defaulter,2017,0.7521232990944967,75.21,High,0.7135352305533147,71.35,High,0.03858806854118202,agree,1,0,review,85.0,42.86,16,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.752 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Housing Development and Infra,L70100MH1996PLC101379,Real Estate,defaulter,2018,0.7471623868455837,74.72,High,0.6796938884191135,67.97,High,0.06746849842647018,agree,2,0,review,63.0,100.0,38,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,declining_revenue_trend|declining_cash_flow_trend,ML probability 0.747 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
TBZ - The Bride's Jeweller,L27205MH2007PLC167425,Gems & Jewellery,non_defaulter,2017,0.7470657998481276,74.71,High,0.6645165402927389,66.45,High,0.08254925955538872,agree,1,0,review,62.0,83.33,39,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.747 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
PSL Limited,L67120DD1987PLC002395,Engineering / Manufacturing,defaulter,2018,0.7415840419406127,74.16,High,0.5169166728979249,51.69,High,0.2246673690426878,agree,1,0,review,57.0,69.23,44,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.742 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Asian Star Company Ltd,L36910MH1995PLC086017,Gems & Jewellery,defaulter,2017,0.7390439956626309,73.9,High,0.6202572738977475,62.03,High,0.11878672176488336,agree,0,0,review,56.0,50.0,45,0.0,,,ML probability 0.739 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Nakoda Limited,L17111GJ1984PLC045995,Textiles,defaulter,2020,0.5915866967621422,59.16,High,0.7100072538220367,71.0,High,0.11842055705989452,agree,1,0,review,52.0,66.67,49,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.592 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1
Winsome Diamonds and Jewellery,L36910GJ1985PLC015915,Gems & Jewellery,defaulter,2012,0.7436898003517382,74.37,High,0.38151163552744827,38.15,Medium,0.3621781648242899,disagree,3,1,manual_check,58.0,58.33,43,0.0,Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.744 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,Pharma,defaulter,2014,0.6918084764258701,69.18,High,0.4134080328721899,41.34,Medium,0.27840044355368015,disagree,3,1,manual_check,54.0,75.0,47,0.0,"Current ratio is below 1, indicating a short-term liquidity deficit. | Revenue trend over the available years is negative. | Net profit margin deteriorated materially year over year.",weak_liquidity|declining_revenue_trend|margin_drop,"ML probability 0.692 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Revenue trend over the available years is negative.; Net profit margin deteriorated materially year over year.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0
Dilip Buildcon Limited,L45201MP1987PLC003821,Infrastructure,non_defaulter,2016,0.37542210605723053,37.54,High,0.5533391748820238,55.33,High,0.17791706882479325,disagree,2,1,manual_check,47.0,29.41,54,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Borrowings trend over the available years is increasing.",excessive_leverage|rising_borrowings_trend,"ML probability 0.375 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Borrowings trend over the available years is increasing.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1
DLF Limited,L70101DL1963PLC004462,Real Estate,non_defaulter,2018,0.3362587335233788,33.63,Medium,0.4481938978036842,44.82,High,0.11193516428030537,disagree,2,0,manual_check,41.0,50.0,60,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,declining_revenue_trend|declining_cash_flow_trend,ML probability 0.336 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1
Vaibhav Global Limited,L36911RJ1989PLC004945,Gems & Jewellery,non_defaulter,2017,0.33275298528655645,33.28,Medium,0.6170349157619783,61.7,High,0.2842819304754219,disagree,2,0,manual_check,36.0,33.33,65,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.333 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1
Senco Gold Limited,L36911WB1994PLC063674,Gems & Jewellery,non_defaulter,2020,0.33235656273084,33.24,Medium,0.5374093047592433,53.74,High,0.2050527420284033,disagree,1,0,manual_check,34.0,25.0,67,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.332 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1
IRB Infrastructure Developers Limited,L65910MH1998PLC115967,Infrastructure,non_defaulter,2016,0.3318030601359347,33.18,High,0.5988406150148352,59.88,High,0.2670375548789005,disagree,3,2,manual_check,33.0,17.65,68,0.0,"Current ratio is below 1, indicating a short-term liquidity deficit. | Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.",weak_liquidity|large_contingent_liabilities|rising_borrowings_trend,"ML probability 0.332 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1
Jindal Steel & Power Limited,L27105HR1979PLC009913,Steel & Metals,non_defaulter,2017,0.3290476455506948,32.9,High,0.42336958376805534,42.34,High,0.09432193821736051,disagree,2,2,manual_check,17.0,12.5,84,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative.",weak_interest_coverage|negative_profit_margin,"ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1
KEC International Limited,L45200MH2005PLC152061,Infrastructure,non_defaulter,2016,0.39635190804891657,39.64,High,0.4137420147300163,41.37,Medium,0.01739010668109975,agree,5,2,watchlist,49.0,41.18,52,0.0,Operating cash flow is negative despite positive revenue. | Contingent liabilities exceed 50% of net worth. | Operating cash flow trend over the available years is negative.,negative_operating_cash_flow|large_contingent_liabilities|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike,ML probability 0.396 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Contingent liabilities exceed 50% of net worth.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
JSW Steel Limited,L27102MH1994PLC152925,Steel & Metals,non_defaulter,2016,0.3674250415359169,36.74,High,0.37154464695853795,37.15,Medium,0.004119605422621075,agree,6,2,watchlist,46.0,50.0,55,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.367 against threshold 0.400. 6 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Coal India Limited,L23109WB1973GOI028844,Mining,non_defaulter,2017,0.3411862119950515,34.12,High,0.3098857707042676,30.99,Medium,0.03130044129078391,agree,5,2,watchlist,43.0,100.0,58,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_operating_cash_flow|declining_revenue_trend|declining_cash_flow_trend|margin_drop,"ML probability 0.341 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Blue Dart Express Limited,L66000MH1991PLC062329,Logistics,non_defaulter,2020,0.334990301037492,33.5,High,0.3379229555485147,33.79,Medium,0.002932654511022703,agree,4,3,watchlist,40.0,50.0,61,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Current ratio is below 1, indicating a short-term liquidity deficit. | Net profit margin is negative.",weak_interest_coverage|weak_liquidity|negative_profit_margin|declining_cash_flow_trend,"ML probability 0.335 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Current ratio is below 1, indicating a short-term liquidity deficit.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Welspun India Limited,L17119GJ1985PLC033347,Textiles,non_defaulter,2017,0.3348202429100383,33.48,Medium,0.3150144794068715,31.5,Medium,0.019805763503166818,agree,2,0,watchlist,39.0,44.44,62,0.0,Borrowings trend over the available years is increasing. | Net profit margin deteriorated materially year over year.,rising_borrowings_trend|margin_drop,ML probability 0.335 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.; Net profit margin deteriorated materially year over year.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
HT Media Limited,L22121DL2002PLC117874,Media,non_defaulter,2016,0.3315573894127576,33.16,High,0.3540911605266296,35.41,Medium,0.022533771113872003,agree,4,1,watchlist,32.0,50.0,69,0.0,"Current ratio is below 1, indicating a short-term liquidity deficit. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.",weak_liquidity|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike,"ML probability 0.332 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Bharat Heavy Electricals Limited,L74899DL1964GOI004281,Engineering / Manufacturing,non_defaulter,2017,0.3307575099563467,33.08,Medium,0.3363623953280344,33.64,Medium,0.00560488537168774,agree,3,0,watchlist,29.0,38.46,72,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.331 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Dabur India Limited,L24230UP1975PLC003919,FMCG / Foods,non_defaulter,2018,0.33063044504333783,33.06,Medium,0.31059931846452166,31.06,Medium,0.020031126578816172,agree,2,0,watchlist,28.0,100.0,73,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.331 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Steel Authority of India Limited,L27109DL1973GOI006454,Steel & Metals,non_defaulter,2016,0.33006040274332243,33.01,High,0.3458538713242344,34.59,Medium,0.015793468580911962,agree,6,2,watchlist,26.0,37.5,75,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|margin_drop,"ML probability 0.330 against threshold 0.400. 6 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
ABB India Limited,L32202KA1949PLC032923,Engineering / Manufacturing,non_defaulter,2017,0.3296955500796574,32.97,Medium,0.38699589860394973,38.7,Medium,0.05730034852429233,agree,2,0,watchlist,24.0,23.08,77,0.0,Revenue trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|rising_borrowings_trend,ML probability 0.330 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Tata Steel Limited,L27100WB1907PLC001473,Steel & Metals,non_defaulter,2016,0.32944959356300313,32.94,Medium,0.32386296397214454,32.39,Medium,0.005586629590858594,agree,4,0,watchlist,22.0,25.0,79,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|margin_drop,ML probability 0.329 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Bajaj Finance Limited,L65910MH1987PLC042961,NBFC / Leasing,non_defaulter,2023,0.32942743641955524,32.94,High,0.35533515114522846,35.53,Medium,0.025907714725673214,agree,4,2,watchlist,20.0,50.0,81,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative.",excessive_leverage|negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.329 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Sun Pharmaceutical Industries Limited,L24230GJ1993PLC019050,Pharma,non_defaulter,2016,0.32891284612286054,32.89,High,0.31296411487870535,31.3,Medium,0.01594873124415519,agree,4,3,watchlist,16.0,50.0,85,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Net profit margin is negative.",weak_interest_coverage|negative_operating_cash_flow|negative_profit_margin|rising_borrowings_trend,"ML probability 0.329 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Titan Company Limited,L74999TZ1984PLC001456,Gems & Jewellery,non_defaulter,2017,0.32883835063345956,32.88,Medium,0.33364178290693725,33.36,Medium,0.004803432273477681,agree,2,0,watchlist,15.0,16.67,86,0.0,Borrowings trend over the available years is increasing. | Debt-to-equity increased materially year over year.,rising_borrowings_trend|leverage_spike,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.; Debt-to-equity increased materially year over year.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Dr Reddy's Laboratories Limited,L85195TG1984PLC004507,Pharma,non_defaulter,2017,0.32875366066619066,32.88,Medium,0.3096967237101992,30.97,Medium,0.019056936955991477,agree,2,0,watchlist,14.0,25.0,87,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,declining_revenue_trend|declining_cash_flow_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
SKF India Limited,L29130MH1961PLC011980,Engineering / Manufacturing,non_defaulter,2017,0.3286614937237265,32.87,Medium,0.3644112281665391,36.44,Medium,0.0357497344428126,agree,2,0,watchlist,13.0,15.38,88,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
