company_name,cin,sector,cohort,financial_year,engine_probability,engine_score_0_100,engine_risk_band,audit_probability,audit_score_0_100,audit_risk_band,engine_audit_gap,model_alignment,rule_flag_count,critical_rule_count,decision_bucket,overall_risk_percentile,sector_risk_percentile,sector_year_risk_percentile,imputed_feature_fraction,top_reasons,rule_flags_triggered,support_summary,engine_model_name,audit_model_name,engine_model_version,audit_model_version,engine_threshold,audit_threshold,engine_class,audit_class,engine_rank_overall
JVL Agro Industries,L15140UP1989PLC011396,FMCG / Foods / Agro,defaulter,2017,0.7517453062730363,75.17,High,0.683357092500437,68.34,High,0.0683882137725993,agree,4,1,urgent_review,81.67,42.86,50.0,0.0,Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,negative_operating_cash_flow|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,56
Pratibha Industries,L45200MH1995PLC090760,Infrastructure,defaulter,2016,0.7517204608626575,75.17,High,0.7066774495289846,70.67,High,0.045043011333672944,agree,6,2,urgent_review,81.33,72.55,70.59,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative.",excessive_leverage|negative_operating_cash_flow|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike,"ML probability 0.752 against threshold 0.400. 6 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,57
TBZ - The Bride's Jeweller,L27205MH2007PLC167425,Gems & Jewellery,non_defaulter,2016,0.7516735040970931,75.17,High,0.7085760433791896,70.86,High,0.043097460717903546,agree,3,2,urgent_review,81.0,91.67,85.71,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_revenue_trend,"ML probability 0.752 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,58
Punj Lloyd Ltd,L74899DL1988PLC033314,Infrastructure,defaulter,2018,0.7516728324478775,75.17,High,0.6670340105506652,66.7,High,0.08463882189721228,agree,1,1,urgent_review,80.67,70.59,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.",weak_interest_coverage,"ML probability 0.752 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,59
Jyoti Structures Ltd,L45200MH1974PLC017494,Infrastructure,defaulter,2016,0.7516223861299007,75.16,High,0.7269640869933678,72.7,High,0.024658299136532946,agree,9,4,urgent_review,80.0,68.63,64.71,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.",weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.752 against threshold 0.400. 9 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,61
Shree Ganesh Jewellery House,L36911WB2002PLC095086,Gems & Jewellery,defaulter,2015,0.7516098933589692,75.16,High,0.7386497137319223,73.86,High,0.012960179627046875,agree,11,6,urgent_review,79.33,83.33,75.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit.",weak_interest_coverage|excessive_leverage|weak_liquidity|negative_operating_cash_flow|negative_profit_margin|large_contingent_liabilities|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.752 against threshold 0.400. 11 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,63
Hanung Toys and Textiles,L74999DL1990PLC041722,Textiles,defaulter,2017,0.7516020079455756,75.16,High,0.738728682602875,73.87,High,0.012873325342700581,agree,3,1,urgent_review,79.0,100.0,100.0,0.0,Net profit margin is negative. | Revenue trend over the available years is negative. | Net profit margin deteriorated materially year over year.,negative_profit_margin|declining_revenue_trend|margin_drop,ML probability 0.752 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Net profit margin is negative.; Revenue trend over the available years is negative.; Net profit margin deteriorated materially year over year.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,64
Shri Lakshmi Cotsyn,L17122UP1988PLC009985,Textiles,defaulter,2017,0.7515713492114257,75.16,High,0.7387247889456862,73.87,High,0.012846560265739493,agree,4,2,urgent_review,78.0,96.3,83.33,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_revenue_trend|margin_drop,"ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,67
Shri Lakshmi Cotsyn,L17122UP1988PLC009985,Textiles,defaulter,2016,0.7515320398916184,75.15,High,0.738655366142497,73.87,High,0.012876673749121381,agree,3,2,urgent_review,77.67,92.59,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_revenue_trend,"ML probability 0.752 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,68
Parekh Aluminex,L27203MH1994PLC080732,Engineering / Manufacturing,defaulter,2012,0.7514224362316939,75.14,High,0.7288738814342459,72.89,High,0.022548554797447995,agree,5,2,urgent_review,77.0,89.74,100.0,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative.",excessive_leverage|negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike,"ML probability 0.751 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,70
Sical Logistics Ltd,L51909TN1955PLC002431,Logistics,defaulter,2019,0.7513976967234207,75.14,High,0.6985373342416433,69.85,High,0.05286036248177739,agree,2,1,urgent_review,76.67,100.0,100.0,0.0,Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative.,negative_operating_cash_flow|declining_revenue_trend,ML probability 0.751 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,71
Gammon India Ltd,L74999DL1922PLC000997,Infrastructure,defaulter,2017,0.7513897607250297,75.14,High,0.7385043085027216,73.85,High,0.01288545222230808,agree,8,5,urgent_review,76.33,62.75,40.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit.",weak_interest_coverage|excessive_leverage|weak_liquidity|negative_profit_margin|large_contingent_liabilities|declining_revenue_trend|leverage_spike|margin_drop,"ML probability 0.751 against threshold 0.400. 8 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,72
Monnet Ispat & Energy Ltd,L02710CT1990PLC009826,Steel & Metals,defaulter,2014,0.7513877516601647,75.14,High,0.6879052877699484,68.79,High,0.06348246389021628,agree,3,1,urgent_review,76.0,75.0,100.0,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Revenue trend over the available years is negative. | Borrowings trend over the available years is increasing.",excessive_leverage|declining_revenue_trend|rising_borrowings_trend,"ML probability 0.751 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Revenue trend over the available years is negative.; Borrowings trend over the available years is increasing.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,73
SpiceJet Ltd,L51909DL1984PLC288239,Travel / Aviation / Hospitality,defaulter,2022,0.7513847738232738,75.14,High,0.7380103492158577,73.8,High,0.013374424607416113,agree,5,2,urgent_review,75.67,55.56,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Operating cash flow trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_cash_flow_trend|rising_borrowings_trend|margin_drop,"ML probability 0.751 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,74
HCC (Hindustan Construction Co Ltd),L26922MH1926PLC000407,Infrastructure,defaulter,2016,0.7513500857723739,75.14,High,0.6545011154094796,65.45,High,0.0968489703628943,agree,4,4,urgent_review,75.33,60.78,58.82,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit. | A qualified, adverse, or disclaimer audit opinion was detected.",excessive_leverage|weak_liquidity|qualified_audit_signal|large_contingent_liabilities,"ML probability 0.751 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.; A qualified, adverse, or disclaimer audit opinion was detected.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,75
ABG Shipyard Ltd,L61200GJ1985PLC007730,Shipbuilding,defaulter,2014,0.7513238028086736,75.13,High,0.7269982611416181,72.7,High,0.024325541667055472,agree,8,5,urgent_review,75.0,66.67,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.",weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|large_contingent_liabilities|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.751 against threshold 0.400. 8 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,76
First Leasing Co of India,L65910TN1973PLC006423,NBFC / Leasing,defaulter,2011,0.7512942880728218,75.13,High,0.7141593928358286,71.42,High,0.037134895236993204,agree,4,2,urgent_review,74.67,66.67,100.0,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative.",excessive_leverage|negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.751 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,77
Shree Renuka Sugars Limited,L01542KA1995PLC019046,FMCG / Foods / Agro,defaulter,2020,0.7512838586262327,75.13,High,0.7315696330865793,73.16,High,0.019714225539653407,agree,4,2,urgent_review,74.33,38.1,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Operating cash flow trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.751 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,78
Varun Industries,L28990MH1996PLC097945,Steel & Metals,defaulter,2012,0.7510752600978196,75.11,High,0.6015718362216336,60.16,High,0.14950342387618598,agree,11,6,urgent_review,74.0,70.83,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit.",weak_interest_coverage|excessive_leverage|weak_liquidity|negative_operating_cash_flow|negative_profit_margin|large_contingent_liabilities|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.751 against threshold 0.400. 11 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,79
Jyoti Structures Ltd,L45200MH1974PLC017494,Infrastructure,defaulter,2015,0.7510687193749647,75.11,High,0.7200411591871703,72.0,High,0.0310275601877944,agree,9,4,urgent_review,73.67,58.82,71.43,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.",weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.751 against threshold 0.400. 9 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,80
Gitanjali Gems Limited,L36911MH1986PLC040689,Gems & Jewellery,defaulter,2015,0.7510368368951938,75.1,High,0.6555143655387061,65.55,High,0.09552247135648773,agree,2,1,urgent_review,73.33,77.78,62.5,0.0,Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.,large_contingent_liabilities|rising_borrowings_trend,ML probability 0.751 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,81
Hanung Toys and Textiles,L74999DL1990PLC041722,Textiles,defaulter,2015,0.7509875716700063,75.1,High,0.7387286803117897,73.87,High,0.012258891358216562,agree,4,3,urgent_review,73.0,88.89,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Net profit margin is negative.",weak_interest_coverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend,"ML probability 0.751 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,82
Shree Ganesh Jewellery House,L36911WB2002PLC095086,Gems & Jewellery,defaulter,2014,0.7508196100917939,75.08,High,0.7164438805860085,71.64,High,0.03437572950578538,agree,11,6,urgent_review,72.67,75.0,50.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit.",weak_interest_coverage|excessive_leverage|weak_liquidity|negative_operating_cash_flow|negative_profit_margin|large_contingent_liabilities|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.751 against threshold 0.400. 11 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,83
Lanco Infratech Ltd,L45200TG1993PLC015545,Infrastructure,defaulter,2016,0.7508002786645837,75.08,High,0.7096463713200597,70.96,High,0.041153907344523954,agree,7,4,urgent_review,72.33,56.86,52.94,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.",weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike,"ML probability 0.751 against threshold 0.400. 7 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,84
Shri Lakshmi Cotsyn,L17122UP1988PLC009985,Textiles,defaulter,2015,0.7507971218067255,75.08,High,0.7387234932815665,73.87,High,0.01207362852515903,agree,4,3,urgent_review,72.0,85.19,85.71,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Net profit margin is negative.",weak_interest_coverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend,"ML probability 0.751 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,85
Jaiprakash Associates Ltd,L14106UP1995PLC019017,Cement,defaulter,2014,0.7506492645167231,75.06,High,0.6736772810117163,67.37,High,0.07697198350500678,agree,2,1,urgent_review,71.67,100.0,100.0,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Revenue trend over the available years is negative.",excessive_leverage|declining_revenue_trend,"ML probability 0.751 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,86
HCC (Hindustan Construction Co Ltd),L26922MH1926PLC000407,Infrastructure,defaulter,2018,0.7506028807028585,75.06,High,0.5352693683810822,53.53,High,0.21533351232177633,agree,2,2,urgent_review,71.33,54.9,50.0,0.0,"Current ratio is below 1, indicating a short-term liquidity deficit. | A qualified, adverse, or disclaimer audit opinion was detected.",weak_liquidity|qualified_audit_signal,"ML probability 0.751 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; A qualified, adverse, or disclaimer audit opinion was detected.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,87
Jaiprakash Associates Ltd,L14106UP1995PLC019017,Cement,defaulter,2015,0.7505312353049832,75.05,High,0.6991392959931696,69.91,High,0.05139193931181363,agree,4,2,urgent_review,71.0,83.33,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_revenue_trend|margin_drop,"ML probability 0.751 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,88
Hanung Toys and Textiles,L74999DL1990PLC041722,Textiles,defaulter,2016,0.7505204408145281,75.05,High,0.7387286826074537,73.87,High,0.011791758207074343,agree,5,3,urgent_review,70.67,81.48,85.71,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Net profit margin is negative.",weak_interest_coverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|margin_drop,"ML probability 0.751 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,89
Mawana Sugars Ltd,L15421DL2002PLC118184,FMCG / Foods / Agro,defaulter,2023,0.7503857270457372,75.04,High,0.7276180062272055,72.76,High,0.022767720818531734,agree,3,1,urgent_review,70.0,33.33,50.0,0.0,Contingent liabilities exceed 50% of net worth. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,large_contingent_liabilities|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.750 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,91
PC Jeweller Ltd,L36911DL2005PLC134929,Gems & Jewellery,defaulter,2021,0.7503170337412821,75.03,High,0.6604026609212894,66.04,High,0.0899143728199927,agree,4,1,urgent_review,69.67,72.22,100.0,0.0,"A qualified, adverse, or disclaimer audit opinion was detected. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.",qualified_audit_signal|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.750 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: A qualified, adverse, or disclaimer audit opinion was detected.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,92
Jaypee Infratech Ltd,L45203UP2007PLC033119,Infrastructure,defaulter,2016,0.7502656141149879,75.03,High,0.7140547658661497,71.41,High,0.036210848248838245,agree,5,2,urgent_review,69.0,52.94,47.06,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend|margin_drop,"ML probability 0.750 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,94
PC Jeweller Ltd,L36911DL2005PLC134929,Gems & Jewellery,defaulter,2020,0.7501948817226248,75.02,High,0.5629819127599669,56.3,High,0.18721296896265793,agree,4,1,urgent_review,68.67,69.44,100.0,0.0,"A qualified, adverse, or disclaimer audit opinion was detected. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.",qualified_audit_signal|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.750 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: A qualified, adverse, or disclaimer audit opinion was detected.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,95
Parekh Aluminex,L27203MH1994PLC080732,Engineering / Manufacturing,defaulter,2011,0.7499539419652814,75.0,High,0.7196959873689469,71.97,High,0.030257954596334513,agree,3,1,urgent_review,68.33,87.18,100.0,0.0,Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.750 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,96
Bhushan Steel Limited,L27109DL1990PLC040690,Steel & Metals,defaulter,2016,0.7498371125555043,74.98,High,0.6988288766438533,69.88,High,0.051008235911651045,agree,11,7,urgent_review,68.0,66.67,83.33,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit.",weak_interest_coverage|excessive_leverage|weak_liquidity|negative_operating_cash_flow|negative_profit_margin|qualified_audit_signal|large_contingent_liabilities|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"ML probability 0.750 against threshold 0.400. 11 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,97
